Rank,Exercise Name,Level,Primary Muscle,CNS,Sets,Reps,Time Goal,Rest,Primary Focus,Stars,Pre-Req,HS Goals,College Goals,Description,Proper Form,Demo,Env.,equipment,sport
839,Fin: Ja Morant Hang,Elite,Core/CNS,Extreme,2,8,-,120s,Air Time,⭐⭐⭐⭐⭐,Drill 586,Hang Time,Score,Adjust in mid-air to finish on other side.,"Engage core for ""double-jump"" feel.",https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
631,Fin: Jelly Reverse,Elite,CNS/Wrist,Extreme,2,8,-,90s,Style,⭐⭐⭐⭐⭐,Drill 447,Control,Mastery,Double-clutch reverse layup.,High arc off the glass.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
912,Fin: Left-Hand Jelly,Elite,Wrist/CNS,Extreme,2,10,-,120s,Touch,⭐⭐⭐⭐⭐,Drill 723,Control,Mastery,Weak-hand Jelly finish with extra finger-roll.,Extend the arm fully.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
915,Fin: Off-Hand Hook,Int,Shoulders,Med,4,15,-,45s,Post Play,⭐⭐⭐,Drill 693,Soft Touch,Score,Running hook shot with the non-dominant hand.,Keep the ball high.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15120s,Gym,Basketball,Basketball
1119,Fin: Off-Hand Mikan,Adv,Wrist/CNS,High,3,20,-,60s,Symmetry,⭐⭐⭐⭐,None,Control,Elite,Use only your non-dominant hand for Mikans.,Focus on a soft touch off the square.,https://www.youtube.com/watch?v=aySQTi4vyos&t=5340s,Gym,Basketball,Basketball
634,Fin: One-Hand Dunk,Adv,Glutes/Core,High,3,5,-,120s,Power,⭐⭐⭐⭐,None,Rim Touch,Flush,Maximum effort one-hand dunk.,Attack with bad intentions.,https://www.youtube.com/watch?v=aySQTi4vyos&t=21200s,Gym,Basketball,Basketball
977,Fin: Over the Rim,Elite,CNS/Wrist,Extreme,2,10,-,120s,Difficulty,⭐⭐⭐⭐⭐,None,Control,Mastery,"Start on one side, finish on the other.",Stay in the air until the ball is in.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
1016,Fin: Power Mikan,Int,Quads/Shoulder,Med,3,20,-,45s,Explosion,⭐⭐⭐,Drill 1015,Snap,Score,Mikan drill but jumping as high as possible.,"No ""resting"" at the bottom of the jump.",https://www.youtube.com/watch?v=aySQTi4vyos&t=5340s,Gym,Basketball,Basketball
1114,Fin: Power Mikan,Int,Quads/Shoulder,Med,3,20,-,45s,Explosion,⭐⭐⭐,Drill 1113,Snap,Score,Mikan drill but jumping as high as possible.,"No ""resting"" at the bottom of the jump.",https://www.youtube.com/watch?v=aySQTi4vyos&t=5340s,Gym,Basketball,Basketball
980,Fin: Power Slide,Int,Glutes/Core,Med,4,12,-,45s,Power,⭐⭐⭐,None,Stability,Score,Slide into a 2-foot power finish.,Explode vertically after the slide.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
585,Fin: Power Up (Contact),Int,Shoulders,Med,4,12,-,45s,Strength,⭐⭐⭐,None,No Ball Strip,Score,"Take a hit from a pad, then finish.",Keep two hands on ball.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
753,Fin: Pro Hop Contact,Int,Shoulders/Hips,Med,4,12,-,45s,Power,⭐⭐⭐,Drill 443,Stability,Score,Pro hop into the lane and finish through contact.,"Keep the ball ""chinned"" (two hands).",https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
527,Fin: Pro Hop Scoop,Adv,Quads/Wrist,High,3,10,-,60s,Finishing,⭐⭐⭐⭐,Drill 98,Touch,Score,Pro-hop into a scoop finish.,Protect ball with hip.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14100s,Gym,Basketball,Basketball
1011,Fin: Pro-Hop (L),Int,Glutes/Ankles,Med,4,12,-,45s,Power,⭐⭐⭐,None,Stability,Score,Two-foot jump stop to split defenders (Left).,Land on two feet simultaneously.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
1109,Fin: Pro-Hop (L),Int,Glutes/Ankles,Med,4,12,-,45s,Power,⭐⭐⭐,None,Stability,Score,Two-foot jump stop to split defenders (Left).,Land on two feet simultaneously.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
1012,Fin: Pro-Hop (R),Int,Glutes/Ankles,Med,4,12,-,45s,Power,⭐⭐⭐,None,Stability,Score,Two-foot jump stop to split defenders (Right).,Keep the ball protected at your chest.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
1110,Fin: Pro-Hop (R),Int,Glutes/Ankles,Med,4,12,-,45s,Power,⭐⭐⭐,None,Stability,Score,Two-foot jump stop to split defenders (Right).,Keep the ball protected at your chest.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
752,Fin: Reverse Jelly (L),Elite,CNS/Wrist,Extreme,2,8,-,90s,Style,⭐⭐⭐⭐⭐,Drill 631,Control,Mastery,Left-handed jelly reverse finish.,Hang and adjust in mid-air.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
584,Fin: Reverse Mikan,Int,Wrist/Shoulder,Med,3,20,-,30s,Touch,⭐⭐⭐,Drill 89,Fluidity,100% Make,"Back to rim, layup off the glass.",Stay on your toes.,https://www.youtube.com/watch?v=aySQTi4vyos&t=5340s,Gym,Basketball,Basketball
1015,Fin: Reverse Mikan,Beg,Wrist/Arms,Low,3,20,-,30s,Touch,⭐⭐,None,Steady,Score,Continuous reverse layups underneath the rim.,Keep the ball high and use the glass.,https://www.youtube.com/watch?v=aySQTi4vyos&t=5340s,Gym,Basketball,Basketball
1113,Fin: Reverse Mikan,Beg,Wrist/Arms,Low,3,20,-,30s,Touch,⭐⭐,None,Steady,Score,Continuous reverse layups underneath the rim.,Keep the ball high and use the glass.,https://www.youtube.com/watch?v=aySQTi4vyos&t=5340s,Gym,Basketball,Basketball
807,Fin: Reverse Scoop,Elite,CNS/Wrist,Extreme,2,8,-,120s,Difficulty,⭐⭐⭐⭐⭐,Drill 754,Control,Mastery,Reverse underhand scoop layup.,High arc over the rim.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10200s,Gym,Basketball,Basketball
1275,Fin: Reverse-Spin,Int,Hips/Wrist,Med,4,12,-,45s,Evasion,⭐⭐⭐,None,Control,Score,"Drive, spin back, finish with reverse layup.",Use the rim for protection.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
837,Fin: Rondo Fake,Adv,Wrist/CNS,High,3,10,-,60s,Deception,⭐⭐⭐⭐,None,Sell Fake,Score,Behind-the-back ball fake into a layup.,Use your eyes to sell the pass.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13920s,Gym,Basketball,Basketball
1025,Fin: Rondo Fake (L),Elite,Wrist/CNS,Extreme,2,10,-,90s,Deception,⭐⭐⭐⭐⭐,None,Control,Mastery,Fake the behind-the-back pass into a layup.,Extend the ball fully behind the hip.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
1026,Fin: Rondo Fake (R),Elite,Wrist/CNS,Extreme,2,10,-,90s,Deception,⭐⭐⭐⭐⭐,None,Control,Mastery,Right-side pass fake into a layup finish.,"Keep your eyes on the ""teammate.""",https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
1027,Fin: Same Foot/Hand,Adv,CNS/Wrist,High,4,12,-,60s,Timing,⭐⭐⭐⭐,Drill 1015,Timing,Score,Layup off the left foot with the left hand.,Jump and finish quickly to catch D off.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
755,Fin: Scoop Layup (L),Int,Wrist/Core,Med,4,12,-,45s,Evasion,⭐⭐⭐,None,Soft Touch,Score,Left-handed underhand scoop layup.,Keep the ball away from the defender.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10200s,Gym,Basketball,Basketball
1019,Fin: Scoop Layup (L),Int,Wrist/Fingers,Med,3,15,-,45s,Touch,⭐⭐⭐,None,Control,Score,Finger-roll scoop finish under the defender's arms.,Keep the palm facing the sky.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10500s,Gym,Basketball,Basketball
1117,Fin: Scoop Layup (L),Int,Wrist/Fingers,Med,3,15,-,45s,Touch,⭐⭐⭐,Drill 1011,Control,Score,Finger-roll scoop finish under the defender's arms.,Keep the palm facing the sky.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10500s,Gym,Basketball,Basketball
754,Fin: Scoop Layup (R),Int,Wrist/Core,Med,4,12,-,45s,Evasion,⭐⭐⭐,None,Soft Touch,Score,Underhand scoop layup to beat a shot blocker.,Full arm extension.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10200s,Gym,Basketball,Basketball
1020,Fin: Scoop Layup (R),Int,Wrist/Fingers,Med,3,15,-,45s,Touch,⭐⭐⭐,None,Control,Score,Right-handed scoop layup from the baseline.,Extend the arm fully toward the glass.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10500s,Gym,Basketball,Basketball
1118,Fin: Scoop Layup (R),Int,Wrist/Fingers,Med,3,15,-,45s,Touch,⭐⭐⭐,Drill 1012,Control,Score,Right-handed scoop layup from the baseline.,Extend the arm fully toward the glass.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10500s,Gym,Basketball,Basketball
1120,Fin: Speed Layups,Int,Lungs/Quads,Med,3,1 min,-,60s,Conditioning,⭐⭐⭐,None,Speed,Stamina,Full court layups at maximum sprint speed.,Finish high without hitting the rim.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13500s,Gym,Basketball,Basketball
1219,Fin: Spin-to-Hook,Int,Hips/Shoulder,Med,4,12,-,45s,Post Play,⭐⭐⭐,Drill 1014,Soft Touch,Score,"Drive, spin back into the lane for a hook shot.",Keep the ball high during the spin.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15120s,Gym,Basketball,Basketball
979,Fin: T-Wrap Layup,Elite,Wrist/CNS,Extreme,2,8,-,120s,Deception,⭐⭐⭐⭐⭐,None,Control,Mastery,Wrap the ball around your waist in air.,"The ""Jordan-esque"" finish.",https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
1271,Fin: Traffic Euro,Adv,Hips/Ankles,High,4,10,-,60s,Evasion,⭐⭐⭐⭐,None,Wide Step,Score,Euro-step through congested lane.,Keep the ball high and away from strips.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14220s,Gym,Basketball,Basketball
1215,Fin: Traffic Scoop,Adv,Wrist/Core,High,3,12,-,60s,Touch,⭐⭐⭐⭐,Drill 1017,Control,Score,Scoop layup designed to go under multiple arms.,Stay low and extend through the gap.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10500s,Gym,Basketball,Basketball
635,Fin: Two-Hand Dunk,Adv,Glutes/Core,High,3,5,-,120s,Power,⭐⭐⭐⭐,None,Rim Touch,Flush,Maximum effort two-hand dunk.,Protect ball in flight.,https://www.youtube.com/watch?v=aySQTi4vyos&t=21200s,Gym,Basketball,Basketball
1023,Fin: Up & Under (L),Elite,Core/Hips,Extreme,3,8,-,90s,Fakes,⭐⭐⭐⭐⭐,Drill 1021,Sell Fake,Mastery,"Fake the layup, step through for the finish.",Stay low on the step-through.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
1024,Fin: Up & Under (R),Elite,Core/Hips,Extreme,3,8,-,90s,Fakes,⭐⭐⭐⭐⭐,Drill 1022,Sell Fake,Mastery,Right-side step through after a layup fake.,Protect the ball with your body.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
911,Fin: Up-and-Under (3),Elite,Core/CNS,Extreme,3,8,-,90s,Deception,⭐⭐⭐⭐⭐,Drill 695,Sell Fake,Mastery,Triple-fake in the air into a reverse layup.,Control the ball with one hand.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
588,Fin: Up-and-Under J J,Adv,Hips/Core,High,3,10,-,60s,Deception,⭐⭐⭐⭐,Drill 203,Sell Fake,Score,Post fake into a step-through finish.,Pivot foot stays down.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15240s,Gym,Basketball,Basketball
1220,Fin: Up-Under (Glass),Elite,Core/Hips,Extreme,3,8,-,120s,Fakes,⭐⭐⭐⭐⭐,Drill 1023,Sell Fake,Mastery,"Fake high off glass, step through for finish.",Sell the fake with your eyes and ball.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
1013,Fin: Veer Step (L),Elite,Shoulders/Core,Extreme,3,10,-,90s,Contact,⭐⭐⭐⭐⭐,Drill 1011,No Strip,Mastery,Step into the defender's path to create space.,Initiate contact with your shoulder.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
1111,Fin: Veer Step (L),Elite,Shoulders/Core,Extreme,3,10,-,90s,Contact,⭐⭐⭐⭐⭐,Drill 1078,No Strip,Mastery,Step into the defender's path to create space.,Initiate contact with your shoulder.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
1014,Fin: Veer Step (R),Elite,Shoulders/Core,Extreme,3,10,-,90s,Contact,⭐⭐⭐⭐⭐,Drill 1012,No Strip,Mastery,Right-side veer finish into the defender.,Maintain your verticality after contact.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
1112,Fin: Veer Step (R),Elite,Shoulders/Core,Extreme,3,10,-,90s,Contact,⭐⭐⭐⭐⭐,Drill 1078,No Strip,Mastery,Right-side veer finish into the defender.,Maintain your verticality after contact.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
1217,Fin: Wrong-Foot Floater,Elite,Ankles/Wrist,Extreme,3,10,-,90s,Timing,⭐⭐⭐⭐⭐,Drill 1017,Soft Touch,Mastery,Floater off the right foot with right hand (or L/L).,Disrupts shot-blocker timing.,https://www.youtube.com/watch?v=aySQTi4vyos&t=6390s,Gym,Basketball,Basketball
1272,Fin: Wrong-Foot Lay,Adv,Ankles/Wrist,High,4,12,-,60s,Timing,⭐⭐⭐⭐,None,Control,Score,"Layup off the ""wrong"" foot to throw off D.",Jump quickly; don't gather.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
1191,Final: 100 Made J,Adv,Shoulders,High,1,100,-,-,Consistency,⭐⭐⭐⭐,Drill 1073,80% Make,Elite,Must make 100 mid-range jumpers.,No rest until the goal is met.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2820s,Gym,Basketball,Basketball
1256,Final: 100 Made J,Adv,Shoulders,High,1,100,-,-,Consistency,⭐⭐⭐⭐,Drill 1176,80% Make,Elite,Must make 100 mid-range shots.,Focus on mechanics under fatigue.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2820s,Gym,Basketball,Basketball
886,Final: 100-Made-3pt,Elite,Shoulders/Lungs,Extreme,1,100,-,-,Mastery,⭐⭐⭐⭐⭐,Drill 718,Success,Elite,Must make 100 3pt shots in one session.,Game speed only.,https://www.youtube.com/watch?v=aySQTi4vyos&t=16000s,Gym,Basketball,Basketball
1193,Final: 25 Layups,Int,Lungs/Quads,Med,1,25,-,-,Touch,⭐⭐⭐,Drill 1120,No Miss,Score,25 consecutive full court layups.,One miss resets the count to zero.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13500s,Gym,Basketball,Basketball
1258,Final: 25 Speed Lay,Int,Lungs/Quads,Med,1,25,-,-,Touch,⭐⭐⭐,Drill 1178,No Miss,Score,25 full-speed layups without missing.,Push the pace on every rep.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13500s,Gym,Basketball,Basketball
1192,Final: 50 Made 3,Adv,Shoulders,High,1,50,-,-,Consistency,⭐⭐⭐⭐,Drill 1073,70% Make,Elite,Must make 50 three-point shots.,Game speed and game form only.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2820s,Gym,Basketball,Basketball
1257,Final: 50 Made 3,Adv,Shoulders,High,1,50,-,-,Consistency,⭐⭐⭐⭐,Drill 1177,70% Make,Elite,Must make 50 three-pointers.,Maintain arc and lift.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2820s,Gym,Basketball,Basketball
890,Final: Clutch-Make,Elite,CNS/Mindset,Extreme,1,1,-,-,Clutch,⭐⭐⭐⭐⭐,None,Make,100% Make,One shot to end the entire workout.,"If you miss, do 10 suicides.",https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
1259,Final: Def-Slide 45,Elite,Lungs/Glutes,Extreme,1,-,45s,-,Toughness,⭐⭐⭐⭐⭐,Drill 1179,Max Effort,Elite,45 seconds of max effort defensive slides.,Stay low; do not stand up.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17100s,Gym,Basketball,Basketball
887,Final: Defensive-30,Adv,Lungs/Glutes,High,1,30,-,-,Toughness,⭐⭐⭐⭐,None,No Quit,Elite,30 seconds of max effort slides/closeouts.,Don't let the hips rise.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17100s,Gym,Basketball,Basketball
1194,Final: Defensive-30,Elite,Lungs/Glutes,Extreme,1,-,30s,-,Toughness,⭐⭐⭐⭐⭐,Drill 1081,Max Effort,Elite,30 seconds of non-stop max slides.,Touch the lines on every slide.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17100s,Gym,Basketball,Basketball
1196,Final: Free Throw 10,Elite,CNS,Extreme,1,10,-,-,Clutch,⭐⭐⭐⭐⭐,Drill 1098,Make,100% Make,Must make 10 free throws to finish.,"If you miss, do 10 pushups.",https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
1197,Final: Free Throw 10,Beg,None,Low,1,15 min,-,-,Mindset,⭐⭐,Drill 1096,Focus,Elite,Visualize the entire workout you did.,Reinforce the muscle memory mentally.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
889,Final: Full Circuit,Elite,Full Body,Extreme,1,-,90 min,-,Mastery,⭐⭐⭐⭐⭐,Drill 820,Success,Mastery,Combine 20 random drills from 1-888.,Test your endurance and memory.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
740,Final: Full Game Reps,Elite,Full Body,Extreme,1,-,40 min,-,Mastery,⭐⭐⭐⭐⭐,None,Success,Elite,Play a full game at maximum intensity.,Apply everything from Drills 1-739.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
1260,Final: Hand-Flow 2,Adv,Wrist/CNS,High,1,-,2 min,-,Control,⭐⭐⭐⭐,Drill 1180,No Loss,Elite,2 minutes of continuous freestyle handling.,Test grip strength and focus.,https://www.youtube.com/watch?v=aySQTi4vyos&t=4680s,Gym,Basketball,Basketball
1195,Final: Handling-60,Adv,Wrist/CNS,High,1,-,1 min,-,Control,⭐⭐⭐⭐,None,No Loss,Elite,1 minute of chaotic dribbling.,Combine all moves into one flow.,https://www.youtube.com/watch?v=aySQTi4vyos&t=4680s,Gym,Basketball,Basketball
900,Final: Mastery Test,Elite,Full Body,Extreme,1,-,-,-,Mastery,⭐⭐⭐⭐⭐,None,Success,Mastery,The ultimate test: 900 reps of various skills.,Total basketball immersion.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
1000,Final: Mastery Test,Elite,Full Body,Extreme,-,-,-,-,Legacy,⭐⭐⭐⭐⭐,All Drills,Certified,Master,The final certification of a Master Player.,You have completed the 1000-drill path.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
1199,Final: Mastery Test,Elite,Full Body,Extreme,1,-,-,-,Legacy,⭐⭐⭐⭐⭐,Drill 1100,Certified,Master,Perform 100 random drills from list.,The ultimate test of a complete player.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
1200,Final: Path Mastery,Elite,Full Body,Extreme,-,-,-,-,Legacy,⭐⭐⭐⭐⭐,All 1200,Master,Completion of the 1200-Drill Path.,You are now a master of the basics.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,,Gym,Basketball,Basketball
888,Final: Scrimmage-A,Elite,Full Body,Extreme,1,-,20 min,-,Mastery,⭐⭐⭐⭐⭐,None,Success,Elite,High-intensity scrimmage with no fouls.,Refine your signature moves.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
1198,Final: Scrimmage-X,Elite,Full Body,Extreme,1,-,30 min,-,Mastery,⭐⭐⭐⭐⭐,Drill 1095,Stamina,Mastery,High-intensity scrimmage to finish.,Apply all 1200 drills in live action.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
820,Final: Skill Circuit,Elite,Full Body,Extreme,1,-,60 min,-,Mastery,⭐⭐⭐⭐⭐,None,Success,Elite,A 60-minute circuit of drills 1-819.,"No breaks, game intensity.",https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
999,Final: The Gauntlet,Elite,Full Body,Extreme,1,-,120 min,-,Mastery,⭐⭐⭐⭐⭐,None,Success,Mastery,A 2-hour session covering all 1000 skills.,The pinnacle of basketball training.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
721,Finishing: Contact 10,Adv,Shoulders/Core,High,3,10,-,90s,Strength,⭐⭐⭐⭐,Drill 642,No Ball Strip,Score,Must finish 10 contact layups.,Go through the chest of the coach.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10400s,Gym,Basketball,Basketball
696,Finishing: Floater 80%,Int,Wrist,Med,1,-,-,-,Touch,⭐⭐⭐,Drill 101,Success,Mastery,Must make 80% of 25 floaters.,Don't rush the shot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=6360s,Gym,Basketball,Basketball
722,Finishing: Glass Spin,Int,Wrist,Med,4,12,-,45s,Touch,⭐⭐⭐,Drill 103,Spin Acc.,90% Make,Use spin to make the ball drop in.,Practice both clockwise/counter.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10500s,Gym,Basketball,Basketball
697,Finishing: High Glass,Int,Wrist/Shoulder,Med,4,15,-,30s,Touch,⭐⭐⭐,Drill 440,Soft Touch,95% Make,Finger roll hitting the top of the glass.,Stay vertical during the jump.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10200s,Gym,Basketball,Basketball
723,Finishing: Jelly L/R,Elite,CNS/Wrist,Extreme,2,10,-,120s,Style,⭐⭐⭐⭐⭐,Drill 447,Control,Mastery,Alternate hands for Jelly finishes.,Stay in the air as long as possible.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10800s,Gym,Basketball,Basketball
